id;code;name;unit;allow_fractional_sale;description
2193;2237;PARAF SEXT G.5 UNF RP 1/2X1.3/4;Cento;True;PARAF SEXT G.5 UNF RP 1/2X1.3/4
2194;2238;PARAF SEXT 8.8 MA RI 22X100;Cento;True;PARAF SEXT 8.8 MA RI 22X100
2195;2239;PARAF SEXT 8.8 12X110 RP MB 1,25;Cento;True;PARAF SEXT 8.8 12X110 RP MB 1,25
2196;2240;PARAF SEXT 8.8 MA RI 24X50;Cento;True;PARAF SEXT 8.8 MA RI 24X50
2197;2241;PARAF SEXT G.5 UNF RP 1/2X2;Cento;True;PARAF SEXT G.5 UNF RP 1/2X2
2199;2243;PARAF SEXT 8.8 MA RI 24X55;Cento;True;PARAF SEXT 8.8 MA RI 24X55
2200;2244;PARAF SEXT 8.8 MA RI 24X60;Cento;True;PARAF SEXT 8.8 MA RI 24X60
2201;2245;PARAF SEXT G.5 UNF RP 1/2X2.1/4;Cento;True;PARAF SEXT G.5 UNF RP 1/2X2.1/4
2202;2246;PARAF SEXT G.5 UNF RP 1/2X2.1/2;Cento;True;PARAF SEXT G.5 UNF RP 1/2X2.1/2
2203;2247;PARAF SEXT 8.8 MA RI 24X65;Cento;True;PARAF SEXT 8.8 MA RI 24X65
2204;2248;PARAF SEXT G.5 UNF RP 1/2X2.3/4;Cento;True;PARAF SEXT G.5 UNF RP 1/2X2.3/4
2205;2249;PARAF SEXT 8.8 MA RI 24X70;Cento;True;PARAF SEXT 8.8 MA RI 24X70
2206;2250;PARAF SEXT 8.8 MA RI 24X75;Cento;True;PARAF SEXT 8.8 MA RI 24X75
2207;2251;PARAF SEXT 8.8 MA RI 24X80;Cento;True;PARAF SEXT 8.8 MA RI 24X80
2208;2252;PARAF SEXT 8.8 MA RI 24X90;Cento;True;PARAF SEXT 8.8 MA RI 24X90
2209;2253;PARAF SEXT 8.8 MA RI 24X100;Cento;True;PARAF SEXT 8.8 MA RI 24X100
2210;2254;PARAF SEXT 8.8 12X120 RP MB 1,25;Cento;True;PARAF SEXT 8.8 12X120 RP MB 1,25
2211;2255;PARAF SEXT 8.8 MA RI 24X110;Cento;True;PARAF SEXT 8.8 MA RI 24X110
2212;2256;PARAF SEXT 8.8 MA RI 24X120;Cento;True;PARAF SEXT 8.8 MA RI 24X120
2213;2257;PARAF SEXT 8.8 MA RI 24X130;Cento;True;PARAF SEXT 8.8 MA RI 24X130
2214;2258;PARAF SEXT 8.8 MA RI 24X140;Cento;True;PARAF SEXT 8.8 MA RI 24X140
2215;2259;PARAF SEXT G.5 UNF RP 1/2X3;Cento;True;PARAF SEXT G.5 UNF RP 1/2X3
2216;2260;PARAF SEXT 8.8 MA RI 24X150;Cento;True;PARAF SEXT 8.8 MA RI 24X150
2217;2261;PARAF SEXT G.5 UNF RP 1/2X3.1/2;Cento;True;PARAF SEXT G.5 UNF RP 1/2X3.1/2
2218;2262;PARAF SEXT G.5 UNF RP 1/2X4;Cento;True;PARAF SEXT G.5 UNF RP 1/2X4
2219;2263;PARAF SEXT G.5 UNF RP 1/2X4.1/2;Cento;True;PARAF SEXT G.5 UNF RP 1/2X4.1/2
2220;2264;PARAF SEXT FLANG. RI 8.8 10X20 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 10X20 ET
2221;2265;PARAF SEXT FLANG. RI 8.8 10X25 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 10X25 ET
2222;2266;PARAF SEXT FLANG. RI 8.8 10X30 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 10X30 ET
2223;2267;PARAF SEXT FLANG. RI 8.8 10X35 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 10X35 ET
2224;2268;PARAF SEXT G.5 UNF RP 1/2X5;Cento;True;PARAF SEXT G.5 UNF RP 1/2X5
2225;2269;PARAF SEXT FLANG. RP 8.8 10X40 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 10X40 ET
2226;2270;PARAF SEXT FLANG. RP 8.8 10X45 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 10X45 ET
2227;2271;PARAF SEXT FLANG. RP 8.8 10X50 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 10X50 ET
2228;2272;PARAF SEXT FLANG. RI 8.8 10X55 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 10X55 ET
2229;2273;PARAF SEXT FLANG. RP 8.8 10X60 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 10X60 ET
2230;2274;PARAF SEXT G.5 UNF RP 9/16X1.3/4;Cento;True;PARAF SEXT G.5 UNF RP 9/16X1.3/4
2231;2275;PARAF SEXT FLANG. RP 8.8 10X65 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 10X65 ET
2232;2276;PARAF SEXT FLANG. RI 8.8 10X70 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 10X70 ET
2233;2277;PARAF SEXT FLANG. RP 8.8 10X80 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 10X80 ET
2234;2278;PARAF SEXT FLANG. RI 8.8 10X90 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 10X90 ET
2235;2279;PARAF SEXT G.5 UNF RP 9/16X2;Cento;True;PARAF SEXT G.5 UNF RP 9/16X2
2236;2280;PARAF SEXT FLANG. RI 8.8 10X100 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 10X100 ET
2237;2281;PARAF SEXT FLANG. RI 8.8 12X25 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 12X25 ET
2238;2282;PARAF SEXT FLANG. RI 8.8 12X30 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 12X30 ET
2239;2283;PARAF SEXT FLANG. RI 8.8 12X35 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 12X35 ET
2240;2284;PARAF SEXT FLANG. RI 8.8 12X40 ET;Cento;True;PARAF SEXT FLANG. RI 8.8 12X40 ET
2241;2285;PARAF SEXT FLANG. RP 8.8 12X45 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X45 ET
2242;2286;PARAF SEXT FLANG. RP 8.8 12X50 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X50 ET
2243;2287;PARAF SEXT FLANG. RP 8.8 12X55 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X55 ET
2244;2288;PARAF SEXT FLANG. RP 8.8 12X60 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X60 ET
2245;2289;PARAF SEXT FLANG. RP 8.8 12X65 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X65 ET
2246;2290;PARAF SEXT MA 10.9 RI 8X10;Cento;True;PARAF SEXT MA 10.9 RI 8X10
2247;2291;PARAF SEXT MA 10.9 RI 8X12;Cento;True;PARAF SEXT MA 10.9 RI 8X12
2248;2292;PARAF SEXT MA 10.9 RI 8X16;Cento;True;PARAF SEXT MA 10.9 RI 8X16
2249;2293;PARAF SEXT MA 10.9 RI 8X20;Cento;True;PARAF SEXT MA 10.9 RI 8X20
2250;2294;PARAF SEXT MA 10.9 RI 8X25;Cento;True;PARAF SEXT MA 10.9 RI 8X25
2251;2295;PARAF SEXT MA 10.9 RI 8X30;Cento;True;PARAF SEXT MA 10.9 RI 8X30
2252;2296;PARAF SEXT MA 10.9 RI 8X35;Cento;True;PARAF SEXT MA 10.9 RI 8X35
2253;2297;PARAF SEXT MA 10.9 RI 8X40;Cento;True;PARAF SEXT MA 10.9 RI 8X40
2254;2298;PARAF SEXT G.5 UNF RP 9/16X2.1/4;Cento;True;PARAF SEXT G.5 UNF RP 9/16X2.1/4
2255;2299;PARAF SEXT G.5 UNF RP 9/16X2.1/2;Cento;True;PARAF SEXT G.5 UNF RP 9/16X2.1/2
2256;2300;PARAF SEXT MA 10.9 RI 8X45;Cento;True;PARAF SEXT MA 10.9 RI 8X45
2257;2301;PARAF SEXT G.5 UNF RP 9/16X2.3/4;Cento;True;PARAF SEXT G.5 UNF RP 9/16X2.3/4
2258;2302;PARAF SEXT MA 10.9 RI 8X50;Cento;True;PARAF SEXT MA 10.9 RI 8X50
2259;2303;PARAF SEXT G.5 UNF RP 9/16X3;Cento;True;PARAF SEXT G.5 UNF RP 9/16X3
2260;2304;PARAF SEXT FLANG. RP 8.8 12X70 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X70 ET
2261;2305;PARAF SEXT MA 10.9 RI 10X16;Cento;True;PARAF SEXT MA 10.9 RI 10X16
2262;2306;PARAF SEXT FLANG. RP 8.8 12X80 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X80 ET
2263;2307;PARAF SEXT MA 10.9 RI 10X20;Cento;True;PARAF SEXT MA 10.9 RI 10X20
2264;2308;PARAF SEXT G.5 UNF RP 9/16X3.1/2;Cento;True;PARAF SEXT G.5 UNF RP 9/16X3.1/2
2265;2309;PARAF SEXT MA 10.9 RI 10X25;Cento;True;PARAF SEXT MA 10.9 RI 10X25
2266;2310;PARAF SEXT MA 10.9 RI 10X30;Cento;True;PARAF SEXT MA 10.9 RI 10X30
2267;2311;PARAF SEXT G.5 UNF RP 9/16X4;Cento;True;PARAF SEXT G.5 UNF RP 9/16X4
2268;2312;PARAF SEXT MA 10.9 RI 10X35;Cento;True;PARAF SEXT MA 10.9 RI 10X35
2269;2313;PARAF SEXT MA 10.9 RI 10X40;Cento;True;PARAF SEXT MA 10.9 RI 10X40
2270;2314;PARAF SEXT MA 10.9 RI 10X45;Cento;True;PARAF SEXT MA 10.9 RI 10X45
2271;2315;PARAF SEXT G.5 UNF RP 5/8X1.3/4;Cento;True;PARAF SEXT G.5 UNF RP 5/8X1.3/4
2272;2316;PARAF SEXT G.5 UNF RP 5/8X2;Cento;True;PARAF SEXT G.5 UNF RP 5/8X2
2273;2317;PARAF SEXT MA 10.9 RI 10X50;Cento;True;PARAF SEXT MA 10.9 RI 10X50
2274;2318;PARAF SEXT G.5 UNF RP 5/8X2.1/4;Cento;True;PARAF SEXT G.5 UNF RP 5/8X2.1/4
2275;2319;PARAF SEXT MA 10.9 RI 12X20;Cento;True;PARAF SEXT MA 10.9 RI 12X20
2276;2320;PARAF SEXT G.5 UNF RP 5/8X2.1/2;Cento;True;PARAF SEXT G.5 UNF RP 5/8X2.1/2
2277;2321;PARAF SEXT G.5 UNF RP 5/8X2.3/4;Cento;True;PARAF SEXT G.5 UNF RP 5/8X2.3/4
2278;2322;PARAF SEXT G.5 UNF RP 5/8X3;Cento;True;PARAF SEXT G.5 UNF RP 5/8X3
2279;2323;PARAF SEXT MA 10.9 RI 12X25;Cento;True;PARAF SEXT MA 10.9 RI 12X25
2280;2324;PARAF SEXT G.5 UNF RP 5/8X3.1/2;Cento;True;PARAF SEXT G.5 UNF RP 5/8X3.1/2
2281;2325;PARAF SEXT MA 10.9 RI 12X30;Cento;True;PARAF SEXT MA 10.9 RI 12X30
2282;2326;PARAF SEXT G.5 UNF RP 5/8X4;Cento;True;PARAF SEXT G.5 UNF RP 5/8X4
2283;2327;PARAF SEXT MA 10.9 RI 12X35;Cento;True;PARAF SEXT MA 10.9 RI 12X35
2284;2328;PARAF SEXT G.5 UNF RP 5/8X4.1/2;Cento;True;PARAF SEXT G.5 UNF RP 5/8X4.1/2
2285;2329;PARAF SEXT MA 10.9 RI 12X40;Cento;True;PARAF SEXT MA 10.9 RI 12X40
2286;2330;PARAF SEXT MA 10.9 RI 12X45;Cento;True;PARAF SEXT MA 10.9 RI 12X45
2287;2331;PARAF SEXT MA 10.9 RI 12X50;Cento;True;PARAF SEXT MA 10.9 RI 12X50
2288;2332;PARAF SEXT MA 10.9 RI 14X30;Cento;True;PARAF SEXT MA 10.9 RI 14X30
2289;2333;PARAF SEXT MA 10.9 RI 14X35;Cento;True;PARAF SEXT MA 10.9 RI 14X35
2290;2334;PARAF SEXT G.5 UNF RP 5/8X5;Cento;True;PARAF SEXT G.5 UNF RP 5/8X5
2291;2335;PARAF SEXT A325 RP 1/2X1.3/4 *;Cento;True;PARAF SEXT A325 RP 1/2X1.3/4 *
2292;2336;PARAF SEXT FLANG. RP 8.8 12X90 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X90 ET
2293;2337;PARAF SEXT FLANG. RP 8.8 12X100 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X100 ET
2294;2338;PARAF SEXT MA 10.9 RI 14X40;Cento;True;PARAF SEXT MA 10.9 RI 14X40
2295;2339;PARAF SEXT A325 RI 5/8X1.1/2 *;Cento;True;PARAF SEXT A325 RI 5/8X1.1/2 *
2296;2340;PARAF SEXT G.5 UNF RP 5/8X5.1/2;Cento;True;PARAF SEXT G.5 UNF RP 5/8X5.1/2
2297;2341;PARAF SEXT FLANG. RP 8.8 12X110 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X110 ET
2298;2342;PARAF SEXT MA 10.9 RI 14X45;Cento;True;PARAF SEXT MA 10.9 RI 14X45
2299;2343;PARAF SEXT FLANG. RP 8.8 12X120 ET;Cento;True;PARAF SEXT FLANG. RP 8.8 12X120 ET
2300;2344;PARAF SEXT MA 10.9 RI 14X50;Cento;True;PARAF SEXT MA 10.9 RI 14X50
2301;2345;PARAF SEXT G.5 UNF RP 5/8X6;Cento;True;PARAF SEXT G.5 UNF RP 5/8X6
2302;2347;PARAF SEXT G.5 UNF RP 3/4X2;Cento;True;PARAF SEXT G.5 UNF RP 3/4X2
2303;2348;PARAF SEXT MA 10.9 RI 16X30;Cento;True;PARAF SEXT MA 10.9 RI 16X30
2304;2350;PARAF SEXT A325 RP 1/2X1.1/2 *;Cento;True;PARAF SEXT A325 RP 1/2X1.1/2 *
2305;2351;PARAF SEXT MA 10.9 RI 16X35;Cento;True;PARAF SEXT MA 10.9 RI 16X35
2306;2353;PARAF SEXT G.5 UNF RP 3/4X2.1/4;Cento;True;PARAF SEXT G.5 UNF RP 3/4X2.1/4
2307;2354;PARAF SEXT G.5 UNF RP 3/4X2.1/2;Cento;True;PARAF SEXT G.5 UNF RP 3/4X2.1/2
2308;2355;PARAF SEXT G.5 UNF RP 3/4X2.3/4;Cento;True;PARAF SEXT G.5 UNF RP 3/4X2.3/4
2309;2356;PARAF SEXT MA 10.9 RI 16X40;Cento;True;PARAF SEXT MA 10.9 RI 16X40
2310;2357;PARAF SEXT MA 10.9 RI 16X45;Cento;True;PARAF SEXT MA 10.9 RI 16X45
2311;2358;PARAF SEXT G.5 UNF RP 3/4X3;Cento;True;PARAF SEXT G.5 UNF RP 3/4X3
2312;2359;PARAF SEXT MA 10.9 RI 16X50;Cento;True;PARAF SEXT MA 10.9 RI 16X50
2313;2360;PARAF SEXT G.5 UNF RP 3/4X3.1/2;Cento;True;PARAF SEXT G.5 UNF RP 3/4X3.1/2
2314;2361;PARAF SEXT MA 10.9 RI 20X35;Cento;True;PARAF SEXT MA 10.9 RI 20X35
2315;2363;PARAF SEXT MA 10.9 RI 20X40;Cento;True;PARAF SEXT MA 10.9 RI 20X40
2316;2364;PARAF SEXT MA 10.9 RI 20X45;Cento;True;PARAF SEXT MA 10.9 RI 20X45
2317;2365;PARAF SEXT MA 10.9 RI 20X50;Cento;True;PARAF SEXT MA 10.9 RI 20X50
2318;2367;PARAF SEXT MA 10.9 RI 20X60;Cento;True;PARAF SEXT MA 10.9 RI 20X60
2319;2373;PARAF SEXT G.5 UNF RP 3/4X4;Cento;True;PARAF SEXT G.5 UNF RP 3/4X4
2320;2374;PARAF SEXT G.5 UNF RP 3/4X4.1/2;Cento;True;PARAF SEXT G.5 UNF RP 3/4X4.1/2
2321;2375;PARAF SEXT G.5 UNF RP 3/4X5;Cento;True;PARAF SEXT G.5 UNF RP 3/4X5
2322;2376;PARAF SEXT G.5 UNF RP 3/4X5.1/2;Cento;True;PARAF SEXT G.5 UNF RP 3/4X5.1/2
2323;2377;PARAF SEXT G.5 UNF RP 3/4X6;Cento;True;PARAF SEXT G.5 UNF RP 3/4X6
2324;2378;PARAF SEXT MB 10.9 RI 12X30;Cento;True;PARAF SEXT MB 10.9 RI 12X30
2325;2379;PARAF SEXT MB 10.9 RI 12X35;Cento;True;PARAF SEXT MB 10.9 RI 12X35
2326;2380;PARAF SEXT MB 10.9 RI 12X40;Cento;True;PARAF SEXT MB 10.9 RI 12X40
2327;2381;PARAF SEXT MB 10.9 RI 12X45;Cento;True;PARAF SEXT MB 10.9 RI 12X45
2328;2382;PARAF SEXT MB 10.9 RI 12X50;Cento;True;PARAF SEXT MB 10.9 RI 12X50
2329;2383;PARAF SEXT MB 10.9 RI 14X35;Cento;True;PARAF SEXT MB 10.9 RI 14X35
2330;2384;PARAF SEXT MB 10.9 RI 14X40;Cento;True;PARAF SEXT MB 10.9 RI 14X40
2331;2385;PARAF SEXT MB 10.9 RI 14X45;Cento;True;PARAF SEXT MB 10.9 RI 14X45
2332;2386;PARAF SEXT MB 10.9 RI 14X50;Cento;True;PARAF SEXT MB 10.9 RI 14X50
2333;2387;PARAF SEXT MB 10.9 RI 16X40;Cento;True;PARAF SEXT MB 10.9 RI 16X40
2334;2388;PARAF SEXT MB 10.9 RI 16X45;Cento;True;PARAF SEXT MB 10.9 RI 16X45
2335;2389;PARAF SEXT MB 10.9 RI 16X50;Cento;True;PARAF SEXT MB 10.9 RI 16X50
2336;2390;PARAF SEXT A325 RP 1/2X2 *;Cento;True;PARAF SEXT A325 RP 1/2X2 *
2337;2391;PARAF SEXT MA 10.9 RP 8X40;Cento;True;PARAF SEXT MA 10.9 RP 8X40
2338;2392;PARAF SEXT A325 RP 1/2X2.1/4 *;Cento;True;PARAF SEXT A325 RP 1/2X2.1/4 *
2339;2393;PARAF SEXT MA 10.9 RP 8X45;Cento;True;PARAF SEXT MA 10.9 RP 8X45
2340;2394;PARAF SEXT MA 10.9 RP 8X50;Cento;True;PARAF SEXT MA 10.9 RP 8X50
2341;2395;PARAF SEXT MA 10.9 RP 8X60;Cento;True;PARAF SEXT MA 10.9 RP 8X60
2342;2396;PARAF SEXT A325 RP 1/2X2.1/2 *;Cento;True;PARAF SEXT A325 RP 1/2X2.1/2 *
2343;2397;PARAF SEXT MA 10.9 RP 8X70;Cento;True;PARAF SEXT MA 10.9 RP 8X70
2344;2398;PARAF SEXT MA 10.9 RP 8X80;Cento;True;PARAF SEXT MA 10.9 RP 8X80
2345;2399;PARAF SEXT MA 10.9 RP 8X90;Cento;True;PARAF SEXT MA 10.9 RP 8X90
2346;2400;PARAF SEXT A325 RP 1/2X2.3/4 *;Cento;True;PARAF SEXT A325 RP 1/2X2.3/4 *
2347;2401;PARAF SEXT MA 10.9 RP 8X100;Cento;True;PARAF SEXT MA 10.9 RP 8X100
2348;2402;PARAF SEXT MA 10.9 RP 8X110;Cento;True;PARAF SEXT MA 10.9 RP 8X110
2349;2403;PARAF SEXT A325 RP 1/2X3 *;Cento;True;PARAF SEXT A325 RP 1/2X3 *
2350;2404;PARAF SEXT MA 10.9 RP 10X40;Cento;True;PARAF SEXT MA 10.9 RP 10X40
2351;2405;PARAF SEXT A325 RP 1/2X3.1/2 *;Cento;True;PARAF SEXT A325 RP 1/2X3.1/2 *
2352;2406;PARAF SEXT MA 10.9 RP 10X45;Cento;True;PARAF SEXT MA 10.9 RP 10X45
2353;2407;PARAF SEXT MA 10.9 RP 10X50;Cento;True;PARAF SEXT MA 10.9 RP 10X50
2354;2408;PARAF SEXT MA 10.9 RP 10X60;Cento;True;PARAF SEXT MA 10.9 RP 10X60
2355;2409;PARAF SEXT MA 10.9 RP 10X70;Cento;True;PARAF SEXT MA 10.9 RP 10X70
2356;2410;PARAF SEXT MA 10.9 RP 10X80;Cento;True;PARAF SEXT MA 10.9 RP 10X80
2357;2411;PARAF SEXT MA 10.9 RP 10X90;Cento;True;PARAF SEXT MA 10.9 RP 10X90
2358;2412;PARAF SEXT MA 10.9 RP 10X100;Cento;True;PARAF SEXT MA 10.9 RP 10X100
2359;2413;PARAF SEXT MA 10.9 RP 10X110;Cento;True;PARAF SEXT MA 10.9 RP 10X110
2360;2414;PARAF SEXT MA 10.9 RP 10X120;Cento;True;PARAF SEXT MA 10.9 RP 10X120
2361;2415;PARAF SEXT MA 10.9 RP 12X45;Cento;True;PARAF SEXT MA 10.9 RP 12X45
2362;2416;PARAF SEXT MA 10.9 RP 12X50;Cento;True;PARAF SEXT MA 10.9 RP 12X50
2363;2418;PARAF SEXT MA 10.9 RP 12X60;Cento;True;PARAF SEXT MA 10.9 RP 12X60
2364;2421;PARAF SEXT MA 10.9 RP 12X70;Cento;True;PARAF SEXT MA 10.9 RP 12X70
2365;2425;PARAF SEXT MA 10.9 RP 12X80;Cento;True;PARAF SEXT MA 10.9 RP 12X80
2366;2426;PARAF SEXT MA 10.9 RP 12X90;Cento;True;PARAF SEXT MA 10.9 RP 12X90
2367;2427;PARAF SEXT MA 10.9 RP 12X100;Cento;True;PARAF SEXT MA 10.9 RP 12X100
2368;2431;PARAF SEXT MA 10.9 RP 12X110;Cento;True;PARAF SEXT MA 10.9 RP 12X110
2369;2433;PARAF SEXT MA 10.9 RP 12X120;Cento;True;PARAF SEXT MA 10.9 RP 12X120
2370;2435;PARAF SEXT MA 10.9 RP 14X50;Cento;True;PARAF SEXT MA 10.9 RP 14X50
2371;2437;PARAF SEXT MA 10.9 RP 14X60;Cento;True;PARAF SEXT MA 10.9 RP 14X60
2372;2439;PARAF SEXT MA 10.9 RP 14X70;Cento;True;PARAF SEXT MA 10.9 RP 14X70
2373;2440;PARAF SEXT MA 10.9 RP 14X80;Cento;True;PARAF SEXT MA 10.9 RP 14X80
2374;2441;PARAF SEXT MA 10.9 RP 14X90;Cento;True;PARAF SEXT MA 10.9 RP 14X90
2375;2442;PARAF SEXT MA 10.9 RP 14X100;Cento;True;PARAF SEXT MA 10.9 RP 14X100
2376;2443;PARAF SEXT MA 10.9 RP 16X60;Cento;True;PARAF SEXT MA 10.9 RP 16X60
2377;2444;PARAF SEXT MA 10.9 RP 16X70;Cento;True;PARAF SEXT MA 10.9 RP 16X70
2378;2445;PARAF SEXT MA 10.9 RP 16X80;Cento;True;PARAF SEXT MA 10.9 RP 16X80
2379;2447;PARAF SEXT MA 10.9 RP 16X90;Cento;True;PARAF SEXT MA 10.9 RP 16X90
2380;2448;PARAF SEXT MA 10.9 RP 16X100;Cento;True;PARAF SEXT MA 10.9 RP 16X100
2381;2449;PARAF SEXT MA 10.9 RP 16X110;Cento;True;PARAF SEXT MA 10.9 RP 16X110
2382;2450;PARAF SEXT MA 10.9 RP 16X120;Cento;True;PARAF SEXT MA 10.9 RP 16X120
2383;2451;PARAF SEXT MA 10.9 RP 20X60;Cento;True;PARAF SEXT MA 10.9 RP 20X60
2384;2452;PARAF SEXT MA 10.9 RP 20X70;Cento;True;PARAF SEXT MA 10.9 RP 20X70
2385;2453;PARAF SEXT MA 10.9 RP 20X80;Cento;True;PARAF SEXT MA 10.9 RP 20X80
2386;2454;PARAF SEXT MA 10.9 RP 20X90;Cento;True;PARAF SEXT MA 10.9 RP 20X90
2387;2455;PARAF SEXT MA 10.9 RP 20X100;Cento;True;PARAF SEXT MA 10.9 RP 20X100
2388;2456;PARAF SEXT MA 10.9 RP 20X110;Cento;True;PARAF SEXT MA 10.9 RP 20X110
2389;2457;PARAF SEXT MA 10.9 RP 20X120;Cento;True;PARAF SEXT MA 10.9 RP 20X120
2390;2458;PARAF SEXT MA 10.9 RP 20X130;Cento;True;PARAF SEXT MA 10.9 RP 20X130
2391;2460;PARAF SEXT MA 10.9 RP 20X140;Cento;True;PARAF SEXT MA 10.9 RP 20X140
2392;2462;PARAF SEXT MA 10.9 RP 20X150;Cento;True;PARAF SEXT MA 10.9 RP 20X150
2393;2464;PARAF SEXT MB 10.9 RP 12X40;Cento;True;PARAF SEXT MB 10.9 RP 12X40
2394;2465;PARAF SEXT MB 10.9 RP 12X45;Cento;True;PARAF SEXT MB 10.9 RP 12X45
2395;2466;PARAF SEXT MB 10.9 RP 12X50;Cento;True;PARAF SEXT MB 10.9 RP 12X50
2396;2467;PARAF SEXT MB 10.9 RP 12X60;Cento;True;PARAF SEXT MB 10.9 RP 12X60
2397;2468;PARAF SEXT MB 10.9 RP 12X70;Cento;True;PARAF SEXT MB 10.9 RP 12X70
2398;2469;PARAF SEXT MB 10.9 RP 12X80;Cento;True;PARAF SEXT MB 10.9 RP 12X80
2399;2470;PARAF SEXT MB 10.9 RP 14X40;Cento;True;PARAF SEXT MB 10.9 RP 14X40
2400;2471;PARAF SEXT MB 10.9 RP 14X45;Cento;True;PARAF SEXT MB 10.9 RP 14X45
2401;2472;PARAF SEXT MB 10.9 RP 14X50;Cento;True;PARAF SEXT MB 10.9 RP 14X50
2402;2473;PARAF SEXT MB 10.9 RP 14X60;Cento;True;PARAF SEXT MB 10.9 RP 14X60
2403;2474;PARAF SEXT MB 10.9 RP 14X70;Cento;True;PARAF SEXT MB 10.9 RP 14X70
2404;2475;PARAF SEXT MB 10.9 RP 14X80;Cento;True;PARAF SEXT MB 10.9 RP 14X80
2405;2476;PARAF SEXT MB 10.9 RP 16X50;Cento;True;PARAF SEXT MB 10.9 RP 16X50
2406;2477;PARAF SEXT MB 10.9 RP 16X60;Cento;True;PARAF SEXT MB 10.9 RP 16X60
2407;2478;PARAF SEXT MB 10.9 RP 16X70;Cento;True;PARAF SEXT MB 10.9 RP 16X70
2408;2479;PARAF SEXT MB 10.9 RP 16X80;Cento;True;PARAF SEXT MB 10.9 RP 16X80
2409;2490;PARAF SEXT ROSC SOB 1/4X30;Cento;True;PARAF SEXT ROSC SOB 1/4X30
2410;2493;PARAF SEXT ROSC SOB 1/4X35;Cento;True;PARAF SEXT ROSC SOB 1/4X35
2411;2495;PARAF SEXT ROSC SOB 1/4X40;Cento;True;PARAF SEXT ROSC SOB 1/4X40
2412;2496;PARAF SEXT ROSC SOB 1/4X45;Cento;True;PARAF SEXT ROSC SOB 1/4X45
2413;2497;PARAF SEXT ROSC SOB 1/4X50 ZB.;Cento;True;PARAF SEXT ROSC SOB 1/4X50 ZB.
2414;2498;PARAF SEXT ROSC SOB 1/4X55 ZB.;Cento;True;PARAF SEXT ROSC SOB 1/4X55 ZB.
2415;2499;PARAF SEXT ROSC SOB 1/4X60 ZB.;Cento;True;PARAF SEXT ROSC SOB 1/4X60 ZB.
2416;2500;PARAF SEXT ROSC SOB 1/4X65 ZB.;Cento;True;PARAF SEXT ROSC SOB 1/4X65 ZB.
2417;2501;PARAF SEXT ROSC SOB 1/4X70;Cento;True;PARAF SEXT ROSC SOB 1/4X70
2418;2502;PARAF SEXT ROSC SOB 1/4X75;Cento;True;PARAF SEXT ROSC SOB 1/4X75
2419;2503;PARAF SEXT ROSC SOB 1/4X80;Cento;True;PARAF SEXT ROSC SOB 1/4X80
2421;2505;PARAF SEXT ROSC SOB 1/4X90;Cento;True;PARAF SEXT ROSC SOB 1/4X90
2422;2507;PARAF SEXT ROSC SOB 5/16X30;Cento;True;PARAF SEXT ROSC SOB 5/16X30
2423;2508;PARAF SEXT ROSC SOB 5/16X35;Cento;True;PARAF SEXT ROSC SOB 5/16X35
2424;2509;PARAF SEXT ROSC SOB 5/16X40;Cento;True;PARAF SEXT ROSC SOB 5/16X40
2425;2510;PARAF SEXT ROSC SOB 5/16X45;Cento;True;PARAF SEXT ROSC SOB 5/16X45
2426;2511;PARAF SEXT ROSC SOB 5/16X50;Cento;True;PARAF SEXT ROSC SOB 5/16X50
2427;2512;PARAF SEXT ROSC SOB 5/16X55;Cento;True;PARAF SEXT ROSC SOB 5/16X55
2428;2513;PARAF SEXT ROSC SOB 5/16X60;Cento;True;PARAF SEXT ROSC SOB 5/16X60
2429;2514;PARAF SEXT ROSC SOB 5/16X65 ZB.;Cento;True;PARAF SEXT ROSC SOB 5/16X65 ZB.
