id;code;name;unit;allow_fractional_sale;description
1;1;PARAF FRANCES 3/16X3/4;Cento;True;PARAF FRANCES 3/16X3/4
2;2;PARAF SEXT UNC RI 1/4X1/2;Cento;True;PARAF SEXT UNC RI 1/4X1/2
3;3;PARAF FRANCES 3/16X1;Cento;True;PARAF FRANCES 3/16X1
4;4;PARAF FRANCES 3/16X1.1/4;Cento;True;PARAF FRANCES 3/16X1.1/4
6;6;PARAF SEXT UNC RI 3/16X1/2;Cento;True;PARAF SEXT UNC RI 3/16X1/2
7;7;PARAF SEXT UNC RI 3/16X5/8;Cento;True;PARAF SEXT UNC RI 3/16X5/8
8;9;PARAF SEXT UNC RI 3/16X3/4;Cento;True;PARAF SEXT UNC RI 3/16X3/4
9;10;PARAF SEXT UNC RI 3/16X7/8;Cento;True;PARAF SEXT UNC RI 3/16X7/8
10;11;PARAF SEXT UNC RI 3/16X1;Cento;True;PARAF SEXT UNC RI 3/16X1
11;12;PARAF SEXT UNC RI 3/16X1.1/4;Cento;True;PARAF SEXT UNC RI 3/16X1.1/4
12;13;PARAF SEXT UNC RI 3/16X1.1/2;Cento;True;PARAF SEXT UNC RI 3/16X1.1/2
13;14;PARAF SEXT UNC RI 3/16X1.3/4;Cento;True;PARAF SEXT UNC RI 3/16X1.3/4
14;15;PARAF SEXT UNC RI 3/16X2;Cento;True;PARAF SEXT UNC RI 3/16X2
15;16;PARAF SEXT UNC RI 1/4X5/8;Cento;True;PARAF SEXT UNC RI 1/4X5/8
16;17;PARAF SEXT UNC RI 1/4X3/4;Cento;True;PARAF SEXT UNC RI 1/4X3/4
17;18;PARAF SEXT UNC RI 1/4X7/8;Cento;True;PARAF SEXT UNC RI 1/4X7/8
18;19;PARAF SEXT UNC RI 1/4X1;Cento;True;PARAF SEXT UNC RI 1/4X1
19;20;PARAF SEXT UNC RI 1/4X1.1/4;Cento;True;PARAF SEXT UNC RI 1/4X1.1/4
20;21;PARAF SEXT UNC RI 1/4X1.1/2;Cento;True;PARAF SEXT UNC RI 1/4X1.1/2
21;22;PARAF SEXT UNC RI 1/4X1.3/4;Cento;True;PARAF SEXT UNC RI 1/4X1.3/4
22;23;PARAF SEXT UNC RI 1/4X2;Cento;True;PARAF SEXT UNC RI 1/4X2
23;24;PARAF SEXT UNC RI 1/4X2.1/4;Cento;True;PARAF SEXT UNC RI 1/4X2.1/4
24;25;PARAF SEXT UNC RI 1/4X2.1/2;Cento;True;PARAF SEXT UNC RI 1/4X2.1/2
25;26;PARAF SEXT UNC RI 1/4X2.3/4;Cento;True;PARAF SEXT UNC RI 1/4X2.3/4
26;27;PARAF SEXT UNC RI 1/4X4;Cento;True;PARAF SEXT UNC RI 1/4X4
27;28;PARAF SEXT UNC RI 5/16X1/2;Cento;True;PARAF SEXT UNC RI 5/16X1/2
28;29;PARAF SEXT UNC RI 5/16X5/8;Cento;True;PARAF SEXT UNC RI 5/16X5/8
29;30;PARAF SEXT UNC RI 5/16X3/4;Cento;True;PARAF SEXT UNC RI 5/16X3/4
30;31;PARAF SEXT UNC RI 5/16X7/8;Cento;True;PARAF SEXT UNC RI 5/16X7/8
31;32;PARAF SEXT UNC RI 5/16X1;Cento;True;PARAF SEXT UNC RI 5/16X1
32;33;PARAF SEXT UNC RI 5/16X1.1/4;Cento;True;PARAF SEXT UNC RI 5/16X1.1/4
33;34;PARAF SEXT UNC RI 5/16X1.1/2;Cento;True;PARAF SEXT UNC RI 5/16X1.1/2
34;35;PARAF SEXT UNC RI 5/16X1.3/4;Cento;True;PARAF SEXT UNC RI 5/16X1.3/4
35;36;PARAF SEXT UNC RI 5/16X2;Cento;True;PARAF SEXT UNC RI 5/16X2
36;37;PARAF SEXT UNC RI 5/16X2.1/4;Cento;True;PARAF SEXT UNC RI 5/16X2.1/4
37;38;PARAF SEXT UNC RI 5/16X2.1/2;Cento;True;PARAF SEXT UNC RI 5/16X2.1/2
38;39;PARAF SEXT UNC RI 5/16X2.3/4;Cento;True;PARAF SEXT UNC RI 5/16X2.3/4
39;40;PARAF SEXT UNC RI 5/16X3;Cento;True;PARAF SEXT UNC RI 5/16X3
40;41;PARAF SEXT UNC RI 5/16X3.1/2;Cento;True;PARAF SEXT UNC RI 5/16X3.1/2
41;42;PARAF SEXT UNC RI 5/16X4;Cento;True;PARAF SEXT UNC RI 5/16X4
42;43;PARAF SEXT UNC RI 3/8X1/2;Cento;True;PARAF SEXT UNC RI 3/8X1/2
43;44;PARAF SEXT UNC RI 3/8X5/8;Cento;True;PARAF SEXT UNC RI 3/8X5/8
44;45;PARAF SEXT UNC RI 3/8X3/4;Cento;True;PARAF SEXT UNC RI 3/8X3/4
45;46;PARAF SEXT UNC RI 3/8X7/8;Cento;True;PARAF SEXT UNC RI 3/8X7/8
46;47;PARAF SEXT UNC RI 3/8X1;Cento;True;PARAF SEXT UNC RI 3/8X1
47;48;PARAF SEXT UNC RI 3/8X1.1/4;Cento;True;PARAF SEXT UNC RI 3/8X1.1/4
48;49;PARAF SEXT UNC RI 3/8X1.1/2;Cento;True;PARAF SEXT UNC RI 3/8X1.1/2
49;50;PARAF SEXT UNC RI 3/8X1.3/4;Cento;True;PARAF SEXT UNC RI 3/8X1.3/4
50;51;PARAF SEXT UNC RI 3/8X2;Cento;True;PARAF SEXT UNC RI 3/8X2
51;52;PARAF SEXT UNC RI 3/8X2.1/4;Cento;True;PARAF SEXT UNC RI 3/8X2.1/4
52;53;PARAF SEXT UNC RI 3/8X2.1/2;Cento;True;PARAF SEXT UNC RI 3/8X2.1/2
53;54;PARAF SEXT UNC RI 3/8X2.3/4;Cento;True;PARAF SEXT UNC RI 3/8X2.3/4
54;55;PARAF SEXT UNC RI 3/8X3;Cento;True;PARAF SEXT UNC RI 3/8X3
55;56;PARAF SEXT UNC RI 3/8X3.1/2;Cento;True;PARAF SEXT UNC RI 3/8X3.1/2
56;57;PARAF SEXT UNC RI 3/8X4;Cento;True;PARAF SEXT UNC RI 3/8X4
57;58;PARAF SEXT UNC RI 7/16X3/4;Cento;True;PARAF SEXT UNC RI 7/16X3/4
58;59;PARAF SEXT UNC RI 7/16X1;Cento;True;PARAF SEXT UNC RI 7/16X1
59;60;PARAF SEXT UNC RI 7/16X1.1/4;Cento;True;PARAF SEXT UNC RI 7/16X1.1/4
60;61;PARAF SEXT UNC RI 7/16X1.1/2;Cento;True;PARAF SEXT UNC RI 7/16X1.1/2
61;62;PARAF SEXT UNC RI 7/16X1.3/4;Cento;True;PARAF SEXT UNC RI 7/16X1.3/4
62;63;PARAF SEXT UNC RI 7/16X2;Cento;True;PARAF SEXT UNC RI 7/16X2
63;64;PARAF SEXT UNC RI 1/2X3/4;Cento;True;PARAF SEXT UNC RI 1/2X3/4
64;65;PARAF SEXT UNC RI 1/2X1;Cento;True;PARAF SEXT UNC RI 1/2X1
65;66;PARAF SEXT UNC RI 1/2X1.1/4;Cento;True;PARAF SEXT UNC RI 1/2X1.1/4
66;67;PARAF SEXT UNC RI 1/2X1.1/2;Cento;True;PARAF SEXT UNC RI 1/2X1.1/2
67;68;PARAF SEXT UNC RI 1/2X1.3/4;Cento;True;PARAF SEXT UNC RI 1/2X1.3/4
68;69;PARAF SEXT UNC RI 1/2X2;Cento;True;PARAF SEXT UNC RI 1/2X2
69;70;PARAF SEXT UNC RI 1/2X2.1/4;Cento;True;PARAF SEXT UNC RI 1/2X2.1/4
70;71;PARAF SEXT UNC RI 1/2X2.1/2;Cento;True;PARAF SEXT UNC RI 1/2X2.1/2
71;72;PARAF SEXT UNC RI 1/2X2.3/4;Cento;True;PARAF SEXT UNC RI 1/2X2.3/4
72;73;PARAF SEXT UNC RI 1/2X3;Cento;True;PARAF SEXT UNC RI 1/2X3
73;74;PARAF SEXT UNC RI 1/2X3.1/2;Cento;True;PARAF SEXT UNC RI 1/2X3.1/2
74;75;PARAF SEXT UNC RI 1/2X4;Cento;True;PARAF SEXT UNC RI 1/2X4
75;76;PARAF SEXT BSW RI 1/2X3/4;Cento;True;PARAF SEXT BSW RI 1/2X3/4
76;77;PARAF SEXT BSW RI 1/2X1;Cento;True;PARAF SEXT BSW RI 1/2X1
77;78;PARAF SEXT BSW RI 1/2X1.1/4;Cento;True;PARAF SEXT BSW RI 1/2X1.1/4
78;79;PARAF SEXT BSW RI 1/2X1.1/2;Cento;True;PARAF SEXT BSW RI 1/2X1.1/2
79;80;PARAF SEXT BSW RI 1/2X1.3/4;Cento;True;PARAF SEXT BSW RI 1/2X1.3/4
80;81;PARAF SEXT BSW RI 1/2X2;Cento;True;PARAF SEXT BSW RI 1/2X2
81;82;PARAF SEXT BSW RI 1/2X2.1/4;Cento;True;PARAF SEXT BSW RI 1/2X2.1/4
82;83;PARAF SEXT BSW RI 1/2X2.1/2;Cento;True;PARAF SEXT BSW RI 1/2X2.1/2
83;84;PARAF SEXT BSW RI 1/2X2.3/4;Cento;True;PARAF SEXT BSW RI 1/2X2.3/4
84;85;PARAF SEXT BSW RI 1/2X3;Cento;True;PARAF SEXT BSW RI 1/2X3
85;86;PARAF SEXT BSW RI 1/2X3.1/2;Cento;True;PARAF SEXT BSW RI 1/2X3.1/2
86;87;PARAF SEXT BSW RI 1/2X4;Cento;True;PARAF SEXT BSW RI 1/2X4
87;88;PARAF SEXT UNC RI 9/16X1;Cento;True;PARAF SEXT UNC RI 9/16X1
88;89;PARAF SEXT UNC RI 9/16X1.1/4;Cento;True;PARAF SEXT UNC RI 9/16X1.1/4
89;90;PARAF SEXT UNC RI 9/16X1.1/2;Cento;True;PARAF SEXT UNC RI 9/16X1.1/2
90;91;PARAF SEXT UNC RI 9/16X1.3/4;Cento;True;PARAF SEXT UNC RI 9/16X1.3/4
91;92;PARAF SEXT UNC RI 9/16X2;Cento;True;PARAF SEXT UNC RI 9/16X2
92;93;PARAF SEXT UNC RI 5/8X1;Cento;True;PARAF SEXT UNC RI 5/8X1
93;94;PARAF SEXT UNC RI 5/8X1.1/4;Cento;True;PARAF SEXT UNC RI 5/8X1.1/4
94;95;PARAF SEXT UNC RI 5/8X1.1/2;Cento;True;PARAF SEXT UNC RI 5/8X1.1/2
95;96;PARAF SEXT UNC RI 5/8X1.3/4;Cento;True;PARAF SEXT UNC RI 5/8X1.3/4
96;97;PARAF SEXT UNC RI 5/8X2;Cento;True;PARAF SEXT UNC RI 5/8X2
97;98;PARAF SEXT UNC RI 5/8X2.1/4;Cento;True;PARAF SEXT UNC RI 5/8X2.1/4
98;99;PARAF SEXT UNC RI 5/8X2.1/2;Cento;True;PARAF SEXT UNC RI 5/8X2.1/2
99;100;PARAF SEXT UNC RI 5/8X2.3/4;Cento;True;PARAF SEXT UNC RI 5/8X2.3/4
100;101;PARAF SEXT UNC RI 5/8X3;Cento;True;PARAF SEXT UNC RI 5/8X3
101;102;PARAF SEXT UNC RI 5/8X3.1/2;Cento;True;PARAF SEXT UNC RI 5/8X3.1/2
102;103;PARAF SEXT UNC RI 5/8X4;Cento;True;PARAF SEXT UNC RI 5/8X4
103;104;PARAF SEXT UNC RI 3/4X1.1/4;Cento;True;PARAF SEXT UNC RI 3/4X1.1/4
104;105;PARAF SEXT UNC RI 3/4X1.1/2;Cento;True;PARAF SEXT UNC RI 3/4X1.1/2
105;106;PARAF SEXT UNC RI 3/4X1.3/4;Cento;True;PARAF SEXT UNC RI 3/4X1.3/4
106;107;PARAF SEXT UNC RI 3/4X2;Cento;True;PARAF SEXT UNC RI 3/4X2
107;108;PARAF SEXT UNC RI 3/4X2.1/4;Cento;True;PARAF SEXT UNC RI 3/4X2.1/4
108;109;PARAF SEXT UNC RI 3/4X2.1/2;Cento;True;PARAF SEXT UNC RI 3/4X2.1/2
109;110;PARAF SEXT UNC RI 3/4X2.3/4;Cento;True;PARAF SEXT UNC RI 3/4X2.3/4
110;111;PARAF SEXT UNC RI 3/4X3;Cento;True;PARAF SEXT UNC RI 3/4X3
111;112;PARAF SEXT UNC RI 3/4X3.1/2;Cento;True;PARAF SEXT UNC RI 3/4X3.1/2
112;113;PARAF SEXT UNC RI 3/4X4;Cento;True;PARAF SEXT UNC RI 3/4X4
113;114;PARAF FRANCES 3/16X1.1/2;Cento;True;PARAF FRANCES 3/16X1.1/2
114;115;PARAF FRANCES 3/16X1.3/4;Cento;True;PARAF FRANCES 3/16X1.3/4
115;116;PARAF FRANCES 3/16X2;Cento;True;PARAF FRANCES 3/16X2
116;117;PARAF FRANCES 1/4X3/4;Cento;True;PARAF FRANCES 1/4X3/4
117;118;PARAF FRANCES 1/4X1;Cento;True;PARAF FRANCES 1/4X1
118;119;PARAF FRANCES 1/4X1.1/4;Cento;True;PARAF FRANCES 1/4X1.1/4
119;120;PARAF FRANCES 1/4X1.1/2;Cento;True;PARAF FRANCES 1/4X1.1/2
120;121;PARAF FRANCES 1/4X1.3/4;Cento;True;PARAF FRANCES 1/4X1.3/4
121;122;PARAF FRANCES 1/4X2;Cento;True;PARAF FRANCES 1/4X2
122;123;PARAF FRANCES 1/4X2.1/4;Cento;True;PARAF FRANCES 1/4X2.1/4
123;124;PARAF FRANCES 1/4X2.1/2;Cento;True;PARAF FRANCES 1/4X2.1/2
124;125;PARAF FRANCES 1/4X2.3/4;Cento;True;PARAF FRANCES 1/4X2.3/4
125;126;PARAF FRANCES 1/4X3;Cento;True;PARAF FRANCES 1/4X3
126;127;PARAF FRANCES 1/4X3.1/2;Cento;True;PARAF FRANCES 1/4X3.1/2
127;128;PARAF FRANCES 1/4X4;Cento;True;PARAF FRANCES 1/4X4
128;129;PARAF FRANCES 5/16X3/4;Cento;True;PARAF FRANCES 5/16X3/4
129;130;PARAF FRANCES 5/16X1;Cento;True;PARAF FRANCES 5/16X1
130;131;PARAF FRANCES 5/16X1.1/4;Cento;True;PARAF FRANCES 5/16X1.1/4
131;132;PARAF FRANCES 5/16X1.1/2;Cento;True;PARAF FRANCES 5/16X1.1/2
132;133;PARAF FRANCES 5/16X1.3/4;Cento;True;PARAF FRANCES 5/16X1.3/4
133;134;PARAF FRANCES 5/16X2;Cento;True;PARAF FRANCES 5/16X2
134;135;PARAF FRANCES 5/16X2.1/4;Cento;True;PARAF FRANCES 5/16X2.1/4
135;136;PARAF FRANCES 5/16X2.1/2;Cento;True;PARAF FRANCES 5/16X2.1/2
136;137;PARAF FRANCES 5/16X2.3/4;Cento;True;PARAF FRANCES 5/16X2.3/4
137;138;PARAF FRANCES 5/16X3;Cento;True;PARAF FRANCES 5/16X3
138;139;PARAF FRANCES 5/16X3.1/4;Cento;True;PARAF FRANCES 5/16X3.1/4
139;140;PARAF FRANCES 5/16X3.1/2;Cento;True;PARAF FRANCES 5/16X3.1/2
140;141;PARAF FRANCES 5/16X4;Cento;True;PARAF FRANCES 5/16X4
141;142;PARAF FRANCES 5/16X4.1/2;Cento;True;PARAF FRANCES 5/16X4.1/2
142;143;PARAF FRANCES 5/16X5;Cento;True;PARAF FRANCES 5/16X5
143;144;PARAF FRANCES 5/16X5.1/2;Cento;True;PARAF FRANCES 5/16X5.1/2
144;145;PARAF FRANCES 5/16X6;Cento;True;PARAF FRANCES 5/16X6
145;146;PARAF FRANCES 3/8X1;Cento;True;PARAF FRANCES 3/8X1
146;147;PARAF FRANCES 3/8X1.1/4;Cento;True;PARAF FRANCES 3/8X1.1/4
147;148;PARAF FRANCES 3/8X1.1/2;Cento;True;PARAF FRANCES 3/8X1.1/2
148;149;PARAF FRANCES 3/8X1.3/4;Cento;True;PARAF FRANCES 3/8X1.3/4
149;150;PARAF FRANCES 3/8X2;Cento;True;PARAF FRANCES 3/8X2
150;151;PARAF FRANCES 3/8X2.1/4;Cento;True;PARAF FRANCES 3/8X2.1/4
151;152;PARAF FRANCES 3/8X2.1/2;Cento;True;PARAF FRANCES 3/8X2.1/2
152;153;PARAF FRANCES 3/8X2.3/4;Cento;True;PARAF FRANCES 3/8X2.3/4
153;154;PARAF FRANCES 3/8X3;Cento;True;PARAF FRANCES 3/8X3
154;155;PARAF FRANCES 3/8X3.1/4;Cento;True;PARAF FRANCES 3/8X3.1/4
155;156;PARAF FRANCES 3/8X3.1/2;Cento;True;PARAF FRANCES 3/8X3.1/2
156;157;PARAF FRANCES 3/8X4;Cento;True;PARAF FRANCES 3/8X4
157;158;PARAF FRANCES 3/8X4.1/2;Cento;True;PARAF FRANCES 3/8X4.1/2
158;159;PARAF FRANCES 3/8X5;Cento;True;PARAF FRANCES 3/8X5
159;160;PARAF FRANCES 3/8X5.1/2;Cento;True;PARAF FRANCES 3/8X5.1/2
160;161;PARAF FRANCES 3/8X6;Cento;True;PARAF FRANCES 3/8X6
161;162;PARAF FRANCES 3/8X6.1/2;Cento;True;PARAF FRANCES 3/8X6.1/2
162;163;PARAF FRANCES 3/8X7;Cento;True;PARAF FRANCES 3/8X7
163;164;PARAF FRANCES 3/8X7.1/2;Cento;True;PARAF FRANCES 3/8X7.1/2
164;165;PARAF FRANCES 3/8X8;Cento;True;PARAF FRANCES 3/8X8
165;166;PARAF FRANCES 7/16X1.1/2;Cento;True;PARAF FRANCES 7/16X1.1/2
166;167;PARAF FRANCES 7/16X1.3/4;Cento;True;PARAF FRANCES 7/16X1.3/4
167;168;PARAF FRANCES 7/16X2;Cento;True;PARAF FRANCES 7/16X2
168;169;PARAF FRANCES 7/16X2.1/4;Cento;True;PARAF FRANCES 7/16X2.1/4
169;170;PARAF FRANCES 7/16X2.1/2;Cento;True;PARAF FRANCES 7/16X2.1/2
170;171;PARAF FRANCES 7/16X2.3/4;Cento;True;PARAF FRANCES 7/16X2.3/4
171;172;PARAF FRANCES 7/16X3;Cento;True;PARAF FRANCES 7/16X3
172;173;PARAF FRANCES 7/16X3.1/2;Cento;True;PARAF FRANCES 7/16X3.1/2
173;174;PARAF FRANCES 7/16X4;Cento;True;PARAF FRANCES 7/16X4
174;175;PARAF FRANCES 7/16X4.1/2;Cento;True;PARAF FRANCES 7/16X4.1/2
175;176;PARAF FRANCES 7/16X5;Cento;True;PARAF FRANCES 7/16X5
176;177;PARAF FRANCES 7/16X5.1/2;Cento;True;PARAF FRANCES 7/16X5.1/2
177;178;PARAF FRANCES 7/16X6;Cento;True;PARAF FRANCES 7/16X6
178;179;PARAF FRANCES 7/16X6.1/2;Cento;True;PARAF FRANCES 7/16X6.1/2
179;180;PARAF FRANCES 7/16X7;Cento;True;PARAF FRANCES 7/16X7
180;181;PARAF FRANCES 7/16X7.1/2;Cento;True;PARAF FRANCES 7/16X7.1/2
181;182;PARAF FRANCES 7/16X8;Cento;True;PARAF FRANCES 7/16X8
182;183;PARAF FRANCES 1/2X1.1/2;Cento;True;PARAF FRANCES 1/2X1.1/2
183;184;PARAF FRANCES 1/2X1.3/4;Cento;True;PARAF FRANCES 1/2X1.3/4
184;185;PARAF FRANCES 1/2X2;Cento;True;PARAF FRANCES 1/2X2
185;186;PARAF FRANCES 1/2X2.1/4;Cento;True;PARAF FRANCES 1/2X2.1/4
186;187;PARAF FRANCES 1/2X2.1/2;Cento;True;PARAF FRANCES 1/2X2.1/2
187;188;PARAF FRANCES 1/2X2.3/4;Cento;True;PARAF FRANCES 1/2X2.3/4
188;189;PARAF FRANCES 1/2X3;Cento;True;PARAF FRANCES 1/2X3
189;190;PARAF FRANCES 1/2X3.1/2;Cento;True;PARAF FRANCES 1/2X3.1/2
190;191;PARAF FRANCES 1/2X4;Cento;True;PARAF FRANCES 1/2X4
191;192;PARAF FRANCES 1/2X4.1/2;Cento;True;PARAF FRANCES 1/2X4.1/2
192;193;PARAF FRANCES 1/2X5;Cento;True;PARAF FRANCES 1/2X5
193;194;PARAF FRANCES 1/2X5.1/2;Cento;True;PARAF FRANCES 1/2X5.1/2
194;195;PARAF FRANCES 1/2X6;Cento;True;PARAF FRANCES 1/2X6
195;196;PARAF FRANCES 1/2X6.1/2;Cento;True;PARAF FRANCES 1/2X6.1/2
196;197;PARAF FRANCES 1/2X7;Cento;True;PARAF FRANCES 1/2X7
197;198;PARAF FRANCES 1/2X7.1/2;Cento;True;PARAF FRANCES 1/2X7.1/2
198;199;PARAF FRANCES 1/2X8;Cento;True;PARAF FRANCES 1/2X8
199;200;PARAF SEXT UNF RI 1/4X3/4;Cento;True;PARAF SEXT UNF RI 1/4X3/4
200;201;PARAF SEXT UNF RI 1/4X1;Cento;True;PARAF SEXT UNF RI 1/4X1
201;202;PARAF SEXT UNF RI 1/4X1.1/4;Cento;True;PARAF SEXT UNF RI 1/4X1.1/4
202;203;PARAF SEXT UNF RI 1/4X1.1/2;Cento;True;PARAF SEXT UNF RI 1/4X1.1/2
203;204;PARAF SEXT UNF RI 1/4X1.3/4;Cento;True;PARAF SEXT UNF RI 1/4X1.3/4
204;205;PARAF SEXT UNF RI 1/4X2;Cento;True;PARAF SEXT UNF RI 1/4X2
205;206;PARAF SEXT UNF RI 5/16X3/4;Cento;True;PARAF SEXT UNF RI 5/16X3/4
206;207;PARAF SEXT UNF RI 5/16X1;Cento;True;PARAF SEXT UNF RI 5/16X1
207;208;PARAF SEXT UNF RI 5/16X1.1/4;Cento;True;PARAF SEXT UNF RI 5/16X1.1/4
208;209;PARAF SEXT UNF RI 5/16X1.1/2;Cento;True;PARAF SEXT UNF RI 5/16X1.1/2
209;210;PARAF SEXT UNF RI 5/16X1.3/4;Cento;True;PARAF SEXT UNF RI 5/16X1.3/4
210;211;PARAF SEXT UNF RI 5/16X2;Cento;True;PARAF SEXT UNF RI 5/16X2
211;212;PARAF SEXT UNF RI 3/8X3/4;Cento;True;PARAF SEXT UNF RI 3/8X3/4
212;213;PARAF SEXT UNF RI 3/8X1;Cento;True;PARAF SEXT UNF RI 3/8X1
213;214;PARAF SEXT UNF RI 3/8X1.1/4;Cento;True;PARAF SEXT UNF RI 3/8X1.1/4
214;215;PARAF SEXT UNF RI 3/8X1.1/2;Cento;True;PARAF SEXT UNF RI 3/8X1.1/2
215;216;PARAF SEXT UNF RI 3/8X1.3/4;Cento;True;PARAF SEXT UNF RI 3/8X1.3/4
216;217;PARAF SEXT UNF RI 3/8X2;Cento;True;PARAF SEXT UNF RI 3/8X2
217;218;PARAF SEXT UNF RI 7/16X3/4;Cento;True;PARAF SEXT UNF RI 7/16X3/4
218;219;PARAF SEXT UNF RI 7/16X1;Cento;True;PARAF SEXT UNF RI 7/16X1
220;221;PARAF SEXT UNF RI 7/16X1.1/4;Cento;True;PARAF SEXT UNF RI 7/16X1.1/4
221;222;PARAF SEXT UNF RI 7/16X1.1/2;Cento;True;PARAF SEXT UNF RI 7/16X1.1/2
222;223;PARAF SEXT UNF RI 7/16X1.3/4;Cento;True;PARAF SEXT UNF RI 7/16X1.3/4
223;224;PARAF SEXT UNF RI 7/16X2;Cento;True;PARAF SEXT UNF RI 7/16X2
224;225;PARAF SEXT UNF RI 1/2X1;Cento;True;PARAF SEXT UNF RI 1/2X1
225;226;PARAF SEXT UNF RI 1/2X1.1/4;Cento;True;PARAF SEXT UNF RI 1/2X1.1/4
226;227;PARAF SEXT UNF RI 1/2X1.1/2;Cento;True;PARAF SEXT UNF RI 1/2X1.1/2
227;228;PARAF SEXT UNF RI 1/2X1.3/4;Cento;True;PARAF SEXT UNF RI 1/2X1.3/4
228;229;PARAF SEXT UNF RI 1/2X2;Cento;True;PARAF SEXT UNF RI 1/2X2
230;233;PARAF SEXT UNC RI 3/16X3/4 ZB;Cento;True;PARAF SEXT UNC RI 3/16X3/4 ZB
231;234;PARAF SEXT UNC RI 3/16X5/8 ZB;Cento;True;PARAF SEXT UNC RI 3/16X5/8 ZB
232;235;PARAF SEXT UNC RI 3/16X1/2 ZB;Cento;True;PARAF SEXT UNC RI 3/16X1/2 ZB
233;236;PARAF SEXT UNC RI 3/16X7/8 ZB;Cento;True;PARAF SEXT UNC RI 3/16X7/8 ZB
234;237;PARAF SEXT UNC RI 3/16X1 ZB;Cento;True;PARAF SEXT UNC RI 3/16X1 ZB
235;238;PARAF SEXT UNC RI 3/16X1.1/4 ZB;Cento;True;PARAF SEXT UNC RI 3/16X1.1/4 ZB
236;239;PARAF SEXT UNC RI 3/16X1.1/2 ZB;Cento;True;PARAF SEXT UNC RI 3/16X1.1/2 ZB
237;240;PARAF SEXT UNC RI 1/4X1/2 ZB;Cento;True;PARAF SEXT UNC RI 1/4X1/2 ZB
238;241;PARAF SEXT UNC RI 1/4X5/8 ZB;Cento;True;PARAF SEXT UNC RI 1/4X5/8 ZB
239;242;PARAF SEXT UNC RI 1/4X3/4 ZB;Cento;True;PARAF SEXT UNC RI 1/4X3/4 ZB
240;243;PARAF SEXT UNC RI 1/4X7/8 ZB;Cento;True;PARAF SEXT UNC RI 1/4X7/8 ZB
241;244;PARAF SEXT UNC RI 1/4X1 ZB;Cento;True;PARAF SEXT UNC RI 1/4X1 ZB
242;245;PARAF SEXT UNC RI 1/4X1.1/4 ZB;Cento;True;PARAF SEXT UNC RI 1/4X1.1/4 ZB
243;246;PARAF SEXT UNC RI 1/4X1.1/2 ZB;Cento;True;PARAF SEXT UNC RI 1/4X1.1/2 ZB
244;247;PARAF SEXT UNC RI 1/4X1.3/4 ZB;Cento;True;PARAF SEXT UNC RI 1/4X1.3/4 ZB
245;248;PARAF SEXT UNC RI 1/4X2 ZB;Cento;True;PARAF SEXT UNC RI 1/4X2 ZB
246;249;PARAF SEXT UNC RI 1/4X2.1/4 ZB;Cento;True;PARAF SEXT UNC RI 1/4X2.1/4 ZB
247;250;PARAF SEXT UNC RI 1/4X2.1/2 ZB;Cento;True;PARAF SEXT UNC RI 1/4X2.1/2 ZB
248;251;PARAF SEXT UNC RI 1/4X2.3/4 ZB;Cento;True;PARAF SEXT UNC RI 1/4X2.3/4 ZB
249;252;PARAF SEXT UNC RP 1/4X1.3/4;Cento;True;PARAF SEXT UNC RP 1/4X1.3/4
250;253;PARAF SEXT UNC RI 1/4X3 ZB;Cento;True;PARAF SEXT UNC RI 1/4X3 ZB
251;254;PARAF SEXT UNC RP 1/4X2;Cento;True;PARAF SEXT UNC RP 1/4X2
252;255;PARAF SEXT UNC RI 5/16X1/2 ZB;Cento;True;PARAF SEXT UNC RI 5/16X1/2 ZB
253;256;PARAF SEXT UNC RP 1/4X2.1/4;Cento;True;PARAF SEXT UNC RP 1/4X2.1/4
254;257;PARAF SEXT UNC RI 5/16X5/8 ZB;Cento;True;PARAF SEXT UNC RI 5/16X5/8 ZB
255;258;PARAF SEXT UNC RI 5/16X3/4 ZB;Cento;True;PARAF SEXT UNC RI 5/16X3/4 ZB
256;259;PARAF SEXT UNC RI 5/16X7/8 ZB;Cento;True;PARAF SEXT UNC RI 5/16X7/8 ZB
257;260;PARAF FRANCES 3/16X1.1/2 ZB.;Cento;True;PARAF FRANCES 3/16X1.1/2 ZB.
258;261;PARAF FRANCES 3/16X1.3/4 ZB.;Cento;True;PARAF FRANCES 3/16X1.3/4 ZB.
259;262;PARAF FRANCES 3/16X2 ZB.;Cento;True;PARAF FRANCES 3/16X2 ZB.
260;264;PARAF FRANCES 1/4X3/4 ZB.;Cento;True;PARAF FRANCES 1/4X3/4 ZB.
262;266;PARAF SEXT UNC RI 5/16X1 ZB;Cento;True;PARAF SEXT UNC RI 5/16X1 ZB
263;267;PARAF SEXT UNC RI 5/16X1.1/4 ZB;Cento;True;PARAF SEXT UNC RI 5/16X1.1/4 ZB
264;268;PARAF SEXT UNC RI 5/16X1.1/2 ZB;Cento;True;PARAF SEXT UNC RI 5/16X1.1/2 ZB
265;269;PARAF SEXT UNC RI 5/16X1.3/4 ZB;Cento;True;PARAF SEXT UNC RI 5/16X1.3/4 ZB
266;270;PARAF SEXT UNC RI 5/16X2 ZB;Cento;True;PARAF SEXT UNC RI 5/16X2 ZB
269;273;PARAF FRANCES 1/4X1.1/4 ZB.;Cento;True;PARAF FRANCES 1/4X1.1/4 ZB.
